thr,prec,rec,f1
0.2,0.4269889224572004,0.8429423459244533,0.5668449197860963
0.25,0.4555940023068051,0.7852882703777336,0.5766423357664233
0.3,0.4819759679572764,0.7176938369781312,0.5766773162939297
0.35,0.5133779264214047,0.610337972166998,0.5576748410535877
0.4,0.5545851528384279,0.5049701789264414,0.5286160249739854
0.45,0.6062322946175638,0.4254473161033797,0.5
